attribute_set,available_for,name,theme_bg,allerretour,category_ids,depart,destination,price,websites,sku,typebillet,theme_color,description,short_description,image,status,store,visibility
barcodeticket,Children,Billet Beaupré - Petite-Rivière Aller-retour-65 ans et +,qcbspreg,Aller-retour,3,Beaupré,Petite-Rivière, 27.82  $ ,base,navbsaprsregret-6599,Navette,0,Billet Beaupré - Petite-Rivière Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Petite-Rivière Aller-retour-18 à 25 ans,qcbspreg,Aller-retour,3,Beaupré,Petite-Rivière, 24.34  $ ,base,navbsaprsregret-1825,Navette,0,Billet Beaupré - Petite-Rivière Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Petite-Rivière Aller-retour-7 à 17 ans,qcbspreg,Aller-retour,3,Beaupré,Petite-Rivière, 15.65  $ ,base,navbsaprsregret-0717,Navette,0,Billet Beaupré - Petite-Rivière Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Québec Aller-retour-26 à 64 ans,bspqcreg,Aller-retour,3,Beaupré,Québec, 21.73  $ ,base,navbsammoregret-2664,Navette,0,Billet Beaupré - Québec Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Québec Aller-retour-65 ans et +,bspqcreg,Aller-retour,3,Beaupré,Québec, 19.99  $ ,base,navbsammoregret-6599,Navette,0,Billet Beaupré - Québec Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Québec Aller-retour-18 à 25 ans,bspqcreg,Aller-retour,3,Beaupré,Québec, 17.39  $ ,base,navbsammoregret-1825,Navette,0,Billet Beaupré - Québec Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Beaupré - Québec Aller-retour-7 à 17 ans,bspqcreg,Aller-retour,3,Beaupré,Québec, 11.30  $ ,base,navbsammoregret-0717,Navette,0,Billet Beaupré - Québec Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Beaupré Aller-retour-26 à 64 ans,qcbspreg,Aller-retour,3,Québec,Beaupré, 21.73  $ ,base,navmmobsaregret-2664,Navette,0,Billet Québec - Beaupré Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Beaupré Aller-retour-65 ans et +,qcbspreg,Aller-retour,3,Québec,Beaupré, 19.99  $ ,base,navmmobsaregret-6599,Navette,0,Billet Québec - Beaupré Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Beaupré Aller-retour-18 à 25 ans,qcbspreg,Aller-retour,3,Québec,Beaupré, 17.39  $ ,base,navmmobsaregret-1825,Navette,0,Billet Québec - Beaupré Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Beaupré Aller-retour-7 à 17 ans,qcbspreg,Aller-retour,3,Québec,Beaupré, 11.30  $ ,base,navmmobsaregret-0717,Navette,0,Billet Québec - Beaupré Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Petite-Rivière Aller-retour-26 à 64 ans,qcbspreg,Aller-retour,3,Québec,Petite-Rivière, 47.83  $ ,base,navmmoprsregret-2664,Navette,0,Billet Québec - Petite-Rivière Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Petite-Rivière Aller-retour-65 ans et +,qcbspreg,Aller-retour,3,Québec,Petite-Rivière, 45.22  $ ,base,navmmoprsregret-6599,Navette,0,Billet Québec - Petite-Rivière Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Petite-Rivière Aller-retour-18 à 25 ans,qcbspreg,Aller-retour,3,Québec,Petite-Rivière, 38.26  $ ,base,navmmoprsregret-1825,Navette,0,Billet Québec - Petite-Rivière Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Petite-Rivière Aller-retour-7 à 17 ans,qcbspreg,Aller-retour,3,Québec,Petite-Rivière, 24.34  $ ,base,navmmoprsregret-0717,Navette,0,Billet Québec - Petite-Rivière Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Baie-St-Paul Aller-retour-26 à 64 ans,qcbspreg,Aller-retour,3,Québec,Baie-St-Paul, 65.22  $ ,base,navmmobspregret-2664,Navette,0,Billet Québec - Baie-St-Paul Aller-retour-26 à 64 ans,26 à 64 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Baie-St-Paul Aller-retour-65 ans et +,qcbspreg,Aller-retour,3,Québec,Baie-St-Paul, 62.61  $ ,base,navmmobspregret-6599,Navette,0,Billet Québec - Baie-St-Paul Aller-retour-65 ans et +,65 ans et +,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Baie-St-Paul Aller-retour-18 à 25 ans,qcbspreg,Aller-retour,3,Québec,Baie-St-Paul, 52.18  $ ,base,navmmobspregret-1825,Navette,0,Billet Québec - Baie-St-Paul Aller-retour-18 à 25 ans,18 à 25 ans,/b/s/bspmalreg.png,,,
barcodeticket,Children,Billet Québec - Baie-St-Paul Aller-retour-7 à 17 ans,qcbspreg,Aller-retour,3,Québec,Baie-St-Paul, 33.04  $ ,base,navmmobspregret-0717,Navette,0,Billet Québec - Baie-St-Paul Aller-retour-7 à 17 ans,7 à 17 ans,/b/s/bspmalreg.png,,,
